pdb_code,binding_affinity,binding_free_energy,proaffinity_label
1y34,Ki=0.52nM,-12.657,9.28399665637
1y3b,Ki=0.31nM,-12.963,9.50863830617
1y3c,Ki=0.025nM,-14.454,10.6020599913
1y3d,Ki=0.56nM,-12.613,9.25181197299
1y48,Ki=1.7nM,-11.956,8.76955107862
1y4a,Ki=1.2nM,-12.162,8.92081875395
1y4d,Ki=1.2nM,-12.162,8.92081875395
1y6k,Kd=1nM,-12.27,9
1y6m,Kd=173nM,-9.219,6.76195389687
1y6n,Kd=27nM,-10.318,7.56863623584
1y8n,Kd=1.17uM,-8.087,5.93181413825
1yc0,IC50=4nM,-11.449,8.39794000867
1yd8,Kd=181uM,-5.102,3.74232142513
1ydi,Kd=1.78nM,-11.928,8.74957999769
1yrt,Kd=1nM,-12.27,9
1yru,Kd=1nM,-12.27,9
1yvb,Ki=6.5nM,-11.161,8.18708664336
1yx5,Kd=350uM,-4.711,3.45593195565
1yx6,Kd=73uM,-5.64,4.13667713988
1z92,Kd=10nM,-10.906,8
1zc3,Kd=42nM,-10.057,7.3767507096
1zc4,Kd=42nM,-10.057,7.3767507096
1zgu,Kd=98uM,-5.465,4.00877392431
1zhi,Kd=0.2uM,-9.133,6.69897000434
1zjd,IC50=1.28nM,-12.124,8.89279003035
1zli,Ki=1.3nM,-12.114,8.88605664769
1zr0,Ki=13nM,-10.751,7.88605664769
1zsg,Kd=7.5uM,-6.987,5.12493873661
1zv5,Kd=10nM,-10.906,8
1zvh,Kd=70nM,-9.754,7.15490195999
1zvy,Kd=0.1nM,-13.633,10
2a24,Kd=30uM,-6.166,4.52287874528
2a78,Kd=60nM,-9.846,7.22184874962
2a7u,Kd=120nM,-9.435,6.92081875395
2a9k,Kd=60nM,-9.846,7.22184874962
2ajf,Kd=10nM,-10.906,8
2aq2,Kd=11nM,-10.85,7.95860731484
2arp,Kd=430nM,-8.679,6.36653154442
2b0z,Kd=100uM,-5.453,4
2b12,Kd=20uM,-6.406,4.69897000434
2b42,Kd=1.07nM,-12.23,8.97061622231
2b7c,Kd=0.4uM,-8.722,6.39794000867
2b87,Kd=100nM,-9.543,7
2be6,Kd=2.63nM,-11.697,8.58004425151
2bqz,Kd=20uM,-6.406,4.69897000434
2btf,Kd=2.3uM,-7.687,5.63827216398
2c0l,Kd=109nM,-9.492,6.96257350206
2c1m,Kd=1.1nM,-12.213,8.95860731484
2c7m,Kd=6.4uM,-7.081,5.19382002602
2cpk,Ki=2.3nM,-11.777,8.63827216398
2d10,Kd=1.7nM,-11.956,8.76955107862
2den,Kd=17uM,-6.502,4.76955107862
2djy,Kd=40uM,-5.996,4.39794000867
2dsp,Kd=3uM,-7.529,5.52287874528
2dx5,Kd=0.33mM,-4.746,3.48148606012
2efd,Kd=7.3nM,-11.093,8.13667713988
2efh,Kd=36nM,-10.148,7.44369749923
2f31,Kd=102nM,-9.531,6.99139982824
2f4m,Kd=65nM,-9.798,7.18708664336
2f9z,Kd=0.9uM,-8.242,6.04575749056
2few,Kd=3.7mM,-3.315,2.43179827593
2fju,Kd=5.3uM,-7.192,5.2757241304
2ftl,Kd=60fM,-18.025,13.2218487496
2ftm,Kd=16pM,-14.718,10.7958800173
2fu5,Kd=0.7nM,-12.481,9.15490195999
2fuh,Kd=300uM,-4.803,3.52287874528
2fyl,Kd=2.8uM,-7.57,5.55284196866
2g2u,Kd=1.25uM,-8.048,5.90308998699
2g2w,Kd=582nM,-8.5,6.23507701535
2g45,Kd=2.82uM,-7.566,5.54975089168
2g81,Ki=13.6nM,-10.724,7.86646109163
2gh0,Kd=90nM,-9.605,7.04575749056
2gng,IC50=6uM,-7.119,5.22184874962
2gox,Kd=0.8nM,-12.402,9.09691001301
2gww,Kd=0.11nM,-13.577,9.95860731484
2h4m,Kd=42nM,-10.057,7.3767507096
2hd5,Kd=2.8uM,-7.57,5.55284196866
2hev,IC50=62nM,-9.826,7.2076083105
2hle,Kd=40nM,-10.086,7.39794000867
2hqw,Kd=2nM,-11.859,8.69897000434
2hrk,Kd=9nM,-10.969,8.04575749056
2hsq,Kd=6.61nM,-11.152,8.17979854051
2hth,Kd=105uM,-5.424,3.97881070093
2ihs,Kd=40nM,-10.086,7.39794000867
2ij0,Kd=180pM,-13.285,9.7447274949
2iwg,Kd=37nM,-10.132,7.43179827593
2ixq,Kd=0.7uM,-8.391,6.15490195999
2iy1,Kd=787nM,-8.322,6.10402526764
2j0t,Ki=0.4nM,-12.812,9.39794000867
2j12,Kd=20nM,-10.496,7.69897000434
2j1k,Kd=1.1nM,-12.213,8.95860731484
2jby,IC50=50nM,-9.953,7.30102999566
2jgz,Kd=1mM,-4.09,3
2jjs,Kd=1.2uM,-8.072,5.92081875395
2jod,Ki=350nM,-8.801,6.45593195565
2jt4,Kd=40uM,-5.996,4.39794000867
2jti,Kd=0.588uM,-8.494,6.23062267392
2ju0,Kd=100nM,-9.543,7
2jy6,Kd=20uM,-6.406,4.69897000434
2k2s,Kd=53nM,-9.919,7.2757241304
2k2u,Kd=360nM,-8.785,6.44369749923
2k3s,Kd=2.7uM,-7.592,5.56863623584
2k42,Kd=35nM,-10.165,7.45593195565
2k5b,Kd=4uM,-7.359,5.39794000867
2k6d,Kd=171uM,-5.136,3.76700388961
2k79,Kd=0.67mM,-4.327,3.1739251973
2k7a,Kd=0.67mM,-4.327,3.1739251973
2k8b,Kd=1.8mM,-3.742,2.7447274949
2k8c,Kd=1.8mM,-3.742,2.7447274949
2k8f,Kd=2.7uM,-7.592,5.56863623584
2ka4,Kd=58nM,-9.866,7.23657200644
2ka6,Kd=52nM,-9.93,7.28399665637
2kbw,Kd=0.32uM,-8.854,6.49485002168
2kc8,Kd=200nM,-9.133,6.69897000434
2kgx,Kd=9uM,-6.879,5.04575749056
2khs,Kd=0.36uM,-8.785,6.44369749923
2kj4,Kd=65nM,-9.798,7.18708664336
2knb,Kd=11uM,-6.76,4.95860731484
2kqs,Kd=55.3uM,-5.804,4.2572748687
2kri,Kd=46uM,-5.913,4.33724216832
2kt5,Kd=28uM,-6.207,4.55284196866
2ktf,Kd=23uM,-6.323,4.63827216398
2kvq,Kd=50uM,-5.864,4.30102999566
2kwi,Kd=184nM,-9.182,6.73518217699
2kwj,Kd=0.5uM,-8.59,6.30102999566
2kwk,Kd=2.3uM,-7.687,5.63827216398
2kwo,Kd=46.9uM,-5.901,4.32882715728
2kwu,Kd=51uM,-5.852,4.2924298239
2kwv,Kd=90uM,-5.516,4.04575749056
2kxh,Kd=14uM,-6.617,4.85387196432
2kxw,Kd=10nM,-10.906,8
2l0f,Kd=172uM,-5.132,3.76447155309
2l0t,Kd=64uM,-5.717,4.19382002602
2l14,Kd=3.1uM,-7.51,5.50863830617
2l1l,Kd=7nM,-11.118,8.15490195999
2l29,Kd=15.3nM,-10.655,7.81530856918
2l2l,Kd=12.4nM,-10.779,7.90657831484
2l9s,Kd=2.2uM,-7.713,5.65757731918
2ld7,Kd=9.2nM,-10.956,8.03621217265
2leh,Kd=3.3nM,-11.563,8.48148606012
2lfw,Kd=5.6nM,-11.25,8.25181197299
2lkm,Kd=12nM,-10.798,7.92081875395
2lox,Kd=190nM,-9.163,6.72124639905
2lp0,Kd=22.2uM,-6.344,4.65364702555
2lp4,Kd=4mM,-3.269,2.39794000867
2lpb,Kd=10.1uM,-6.811,4.99567862622
2lqc,Kd=2.9uM,-7.549,5.5376020021
2lqh,Kd=85uM,-5.549,4.07058107429
2luh,Kd=0.7uM,-8.391,6.15490195999
2lvo,Kd=12.8uM,-6.67,4.89279003035
2lww,Kd=57nM,-9.876,7.24412514433
2lxm,Kd=0.08nM,-13.765,10.096910013
2ly4,Kd=346nM,-8.808,6.46092390121
2lz6,Kd=12uM,-6.709,4.92081875395
2m04,Kd=10nM,-10.906,8
2m0g,Kd=84nM,-9.646,7.07572071394
2m0j,Kd=12nM,-10.798,7.92081875395
2m49,Kd=10uM,-6.816,5
2m55,Kd=35uM,-6.075,4.45593195565
2m5a,Kd=48nM,-9.978,7.31875876262
2m86,Kd=2.6nM,-11.704,8.58502665203
2mbb,Kd=130uM,-5.298,3.88605664769
2mcn,Kd=1.9uM,-7.8,5.72124639905
2mej,Kd=17uM,-6.502,4.76955107862
2mfq,Kd=5.2uM,-7.204,5.28399665637
2mj5,Kd=4.3uM,-7.316,5.36653154442
2mnu,Kd=230nM,-9.05,6.63827216398
2mp0,Kd=25mM,-2.184,1.60205999133
2mre,Kd=19uM,-6.436,4.72124639905
2mro,Kd=150uM,-5.213,3.82390874094
2mur,Kd=9.26uM,-6.862,5.03338901332
2mv7,Kd=1.56nM,-12.006,8.80687540165
2mws,Kd=45uM,-5.926,4.34678748622
2mzd,Kd=0.877uM,-8.258,6.05700040663
2n01,Kd=1uM,-8.18,6
2n1d,Kd=60nM,-9.846,7.22184874962
2n2h,Kd=0.93uM,-8.223,6.03151705145
2n73,Kd=320nM,-8.854,6.49485002168
2n8j,Kd=10.7nM,-10.866,7.97061622231
2nbv,Kd=9.3uM,-6.859,5.03151705145
2noj,Kd=13nM,-10.751,7.88605664769
2nqd,Ki=39pM,-14.191,10.408935393
2o3b,Ki=3.2pM,-15.671,11.4948500217
2o8v,Ki=1.1uM,-8.123,5.95860731484
2omt,Kd=100nM,-9.543,7
2omu,Kd=0.6nM,-12.572,9.22184874962
2omv,Kd=1.2nM,-12.162,8.92081875395
2omw,Kd=10uM,-6.816,5
2omx,Kd=120nM,-9.435,6.92081875395
2omy,Kd=0.2uM,-9.133,6.69897000434
2omz,Kd=400nM,-8.722,6.39794000867
2oob,Kd=57uM,-5.786,4.24412514433
2ot3,Kd=1.8uM,-7.832,5.7447274949
2ot8,Kd=20nM,-10.496,7.69897000434
2oul,Ki=1.7nM,-11.956,8.76955107862
2oza,Kd=2.5nM,-11.727,8.60205999133
2p1l,Kd=2.3uM,-7.687,5.63827216398
2p42,Kd=23nM,-10.413,7.63827216398
2p43,Kd=23nM,-10.413,7.63827216398
2p44,Kd=20nM,-10.496,7.69897000434
2p45,Kd=116nM,-9.455,6.93554201077
2p46,Kd=116nM,-9.455,6.93554201077
2p47,Kd=116nM,-9.455,6.93554201077
2p48,Kd=116nM,-9.455,6.93554201077
2p49,Kd=23nM,-10.413,7.63827216398
2p4a,Kd=180pM,-13.285,9.7447274949
2p8q,Kd=15.6nM,-10.643,7.80687540165
2pcb,Kd=10uM,-6.816,5
2pon,Kd=1.4uM,-7.981,5.85387196432
2pop,Kd=4.2uM,-7.33,5.3767507096
2psm,Kd=30pM,-14.346,10.5228787453
2ptc,Kd=60fM,-18.025,13.2218487496
2ptt,Kd=4uM,-7.359,5.39794000867
2px9,Kd=87.4uM,-5.533,4.05848856737
2q5d,Kd=15.6nM,-10.643,7.80687540165
2qc1,Kd=10pM,-14.996,11
2qna,Kd=83nM,-9.653,7.08092190762
2qur,IC50=500nM,-8.59,6.30102999566
2qxv,Kd=0.38uM,-8.753,6.42021640338
2r9p,Kd=14uM,-6.617,4.85387196432
2ra3,Kd=20pM,-14.586,10.6989700043
2rmk,Kd=170nM,-9.229,6.76955107862
2rms,Kd=134nM,-9.37,6.87289520164
2rnr,Kd=150nM,-9.303,6.82390874094
2roz,Kd=0.32uM,-8.854,6.49485002168
2rr3,Kd=2.1uM,-7.741,5.67778070527
2ru4,Kd=126nM,-9.406,6.89962945488
2ruk,Kd=24.21uM,-6.293,4.61600521056
2rvb,Kd=143.3nM,-9.33,6.8437538096
2sic,Kd=71.2pM,-13.834,10.1475200064
2sni,Kd=2pM,-15.949,11.6989700043
2tgp,Kd=2.4uM,-7.661,5.61978875829
2uuy,Ki=5.6nM,-11.25,8.25181197299
2uyz,Kd=82nM,-9.661,7.08618614762
2v3b,Kd=5uM,-7.227,5.30102999566
2v4z,Kd=1.25uM,-8.048,5.90308998699
2v51,Kd=1.0uM,-8.18,6
2v52,Kd=1.9uM,-7.8,5.72124639905
2v5q,Kd=71nM,-9.746,7.14874165128
2v6x,Kd=28uM,-6.207,4.55284196866
2v8s,Kd=22uM,-6.35,4.65757731918
2v9t,Kd=8.2nM,-11.024,8.08618614762
2vay,Kd=7.9nM,-11.046,8.10237290871
2vda,Kd=3uM,-7.529,5.52287874528
2vdb,Kd=0.15nM,-13.393,9.82390874094
2ve7,Kd=4uM,-7.359,5.39794000867
2ver,Kd=13.1uM,-6.657,4.88272870434
2vln,Kd=1.68pM,-16.052,11.7746907183
2vlo,Kd=0.892pM,-16.427,12.0496351456
2vlp,Kd=0.543pM,-16.721,12.2652001704
2vlq,Kd=22.8pM,-14.508,10.642065153
2vog,Kd=210nM,-9.104,6.67778070527
2voh,Kd=1nM,-12.27,9
2voi,Kd=1.1nM,-12.213,8.95860731484
2vsm,Kd=35nM,-10.165,7.45593195565
2w19,Kd=140nM,-9.344,6.85387196432
2w84,Kd=0.07uM,-9.754,7.15490195999
2wd5,Kd=22nM,-10.44,7.65757731918
2wel,Kd=0.3uM,-8.893,6.52287874528
2wfx,Kd=14nM,-10.707,7.85387196432
2wg4,Kd=73.9nM,-9.722,7.13135556161
2wh6,Kd=18nM,-10.558,7.7447274949
2wjv,Kd=0.2uM,-9.133,6.69897000434
2wo2,Kd=10.8uM,-6.771,4.96657624451
2wo3,Kd=2.3uM,-7.687,5.63827216398
2wp0,Kd=0.93uM,-8.223,6.03151705145
2wp3,Kd=0.794uM,-8.316,6.10017949757
2wpt,Kd=0.1uM,-9.543,7
2wqz,Kd=132nM,-9.379,6.87942606879
2wwk,Kd=1.28uM,-8.034,5.89279003035
2wwx,Kd=79nM,-9.683,7.10237290871
2wy3,Kd=66nM,-9.789,7.18045606446
2wy8,Kd=360nM,-8.785,6.44369749923
2x1x,Kd=16nM,-10.628,7.79588001734
2x2d,Kd=6.1uM,-7.109,5.21467016499
2xa0,Kd=35.3nM,-10.16,7.45222529461
2xb6,Kd=115nM,-9.46,6.93930215965
2xdf,Kd=21uM,-6.377,4.67778070527
2xgy,Kd=30uM,-6.166,4.52287874528
2xhe,Kd=3.9nM,-11.464,8.40893539297
2xns,Kd=810nM,-8.305,6.09151498112
2xpx,Kd=150nM,-9.303,6.82390874094
2xqr,Kd=31nM,-10.237,7.50863830617
2xtt,Ki=20pM,-14.586,10.6989700043
2y8s,Kd=0.989nM,-12.276,9.0048037084
2y8t,Kd=14.2nM,-10.699,7.84771165562
2y9m,Kd=2nM,-11.859,8.69897000434
2yj1,IC50=26nM,-10.341,7.58502665203
2yq7,Ki=35nM,-10.165,7.45593195565
2yvj,Kd=294uM,-4.815,3.53165266959
2z58,Kd=16nM,-10.628,7.79588001734
2z7f,IC50=13nM,-10.751,7.88605664769
2za4,Kd=0.14nM,-13.434,9.85387196432
2zvk,Kd=0.4uM,-8.722,6.39794000867
3a4s,Kd=2.81uM,-7.568,5.55129368009
3ajb,Kd=40.8nM,-10.074,7.38933983691
3alz,Kd=0.52uM,-8.567,6.28399665637
3aon,Kd=3.2nM,-11.581,8.49485002168
3au4,Kd=0.53uM,-8.556,6.2757241304
3beg,Kd=50nM,-9.953,7.30102999566
3bh6,Kd=95nM,-9.573,7.02227639471
3blh,Kd=300nM,-8.893,6.52287874528
3bn3,Kd=20uM,-6.406,4.69897000434
3bp8,Kd=4.14nM,-11.429,8.38299965888
3bs5,Kd=92.5nM,-9.589,7.03385826726
3bzd,Kd=96uM,-5.477,4.01772876696
3c4m,Kd=0.98uM,-8.192,6.00877392431
3c4o,Kd=4.6nM,-11.366,8.33724216832
3c4p,Kd=4.4nM,-11.392,8.35654732351
3c59,IC50=5nM,-11.317,8.30102999566
3c5t,IC50=0.6nM,-12.572,9.22184874962
3c66,Kd=3uM,-7.529,5.52287874528
3ch5,Kd=120uM,-5.345,3.92081875395
3cqc,Kd=4nM,-11.449,8.39794000867
3cqg,Kd=4nM,-11.449,8.39794000867
3cqx,Kd=4.5uM,-7.289,5.34678748622
3cx6,Kd=4.8uM,-7.251,5.31875876262
3cx7,Kd=520nM,-8.567,6.28399665637
3cx8,Kd=340nM,-8.819,6.46852108296
3d5r,Kd=19nM,-10.526,7.72124639905
3d5s,Kd=26nM,-10.341,7.58502665203
3d7t,Kd=70uM,-5.664,4.15490195999
3da7,Kd=0.13uM,-9.388,6.88605664769
3ddc,Kd=0.77uM,-8.335,6.11350927483
3di2,Kd=18uM,-6.468,4.7447274949
3di3,Kd=21nM,-10.467,7.67778070527
3doe,Kd=20nM,-10.496,7.69897000434
3dvm,Kd=4.32nM,-11.403,8.36451625319
3dvu,Kd=0.2uM,-9.133,6.69897000434
3dxc,Kd=0.22uM,-9.076,6.65757731918
3dxd,Kd=0.34uM,-8.819,6.46852108296
3dxe,Kd=0.33uM,-8.836,6.48148606012
3e1z,Ki=0.036nM,-14.238,10.4436974992
3e2k,Ki=69pM,-13.853,10.1611509093
3e2l,Ki=69pM,-13.853,10.1611509093
3eab,Kd=12uM,-6.709,4.92081875395
3eba,Kd=2.36nM,-11.761,8.62708799703
3eg5,Kd=1253nM,-8.046,5.90204892901
3ejj,Kd=455nM,-8.646,6.34198860334
3eoy,Kd=2.8nM,-11.66,8.55284196866
3f1p,Kd=120uM,-5.345,3.92081875395
3f50,Ki=9nM,-10.969,8.04575749056
3f7p,Kd=49uM,-5.876,4.30980391997
3ff8,Kd=130uM,-5.298,3.88605664769
3fhc,Kd=21.6nM,-10.45,7.66554624885
3fii,Ki=1.9nM,-11.89,8.72124639905
3fju,Ki=1.6nM,-11.991,8.79588001734
3fp6,Kd=0.1pM,-17.723,13
3fpu,Kd=0.12nM,-13.525,9.92081875395
3g7a,Ki=9nM,-10.969,8.04575749056
3g9v,Kd=1pM,-16.36,12
3g9w,Kd=36uM,-6.058,4.44369749923
3gb8,Kd=6.5uM,-7.072,5.18708664336
3gc3,Kd=2.1uM,-7.741,5.67778070527
3gj3,Kd=49uM,-5.876,4.30980391997
3gj4,Kd=6.6uM,-7.063,5.18045606446
3gj5,Kd=47uM,-5.9,4.32790214206
3gj6,Kd=6.5uM,-7.072,5.18708664336
3gj7,Kd=4uM,-7.359,5.39794000867
3gj8,Kd=3uM,-7.529,5.52287874528
3gni,Kd=12nM,-10.798,7.92081875395
3gqi,Kd=33nM,-10.2,7.48148606012
3gty,Kd=0.47nM,-12.717,9.32790214206
3gxu,Kd=203nM,-9.124,6.69250396209
3h2u,Kd=12.6uM,-6.68,4.89962945488
3h3g,Kd=0.99uM,-8.186,6.0043648054
